duration,num_subscribers,influencer,dow,views,view_rate,has_tags,prod_focus,reach,media_type,post_type,influencer_type,FTC_Converted,In_Person_Converted,Giveaway_Converted,Reoccuring_Converted,ViewRate_Binary,id
1185,1078040,Paul and Shannon,Sunday,47818,4.5,0,1,Mega (500K+),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,0,796
647,1078040,Paul and Shannon,Sunday,66337,6.25,0,1,Mega (500K+),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,0,797
973,1078040,Paul and Shannon,Tuesday,429948,40.5,0,1,Mega (500K+),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,1,798
866,1078040,Paul and Shannon,Sunday,41549,3.91,0,1,Mega (500K+),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,0,799
977,1078040,Paul and Shannon,Sunday,46789,4.41,0,1,Mega (500K+),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,0,800
1013,1078040,Paul and Shannon,Saturday,44131,4.16,0,1,Mega (500K+),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,0,801
910,1078040,Paul and Shannon,Saturday,155486,14.65,0,2,Mega (500K+),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,0,802
796,1078040,Paul and Shannon,Sunday,42155,3.97,0,1,Mega (500K+),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,0,803
1025,1078040,Paul and Shannon,Monday,66287,6.24,0,1,Mega (500K+),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,0,804
1512,1078040,Paul and Shannon,Wednesday,125019,11.78,0,2,Mega (500K+),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,0,805
860,1078040,Paul and Shannon,Friday,54766,5.16,0,1,Mega (500K+),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,0,806
1117,1078040,Paul and Shannon,Sunday,56136,5.29,0,1,Mega (500K+),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,0,807
749,1078041,Paul and Shannon,Thursday,80578,7.59,0,1,Mega (500K+),Likely Prodct Was Sent,Unboxing,Toy Reviewer,0,0,0,0,0,808
1048,1078041,Paul and Shannon,Saturday,161889,15.25,0,1,Mega (500K+),Likely Prodct Was Sent,Unboxing,Toy Reviewer,0,0,0,0,1,809
1247,1078042,Paul and Shannon,Sunday,71776,6.76,0,1,Mega (500K+),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,0,810
724,1078042,Paul and Shannon,Saturday,115148,10.85,0,1,Mega (500K+),Likely Prodct Was Sent,Unboxing,Toy Reviewer,0,0,0,0,0,811
994,1078042,Paul and Shannon,Sunday,61358,5.78,0,1,Mega (500K+),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,0,812
775,1078042,Paul and Shannon,Thursday,712461,67.12,0,1,Mega (500K+),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,1,813
977,1078042,Paul and Shannon,Thursday,203498,19.17,0,1,Mega (500K+),Likely Prodct Was Sent,Unboxing,Toy Reviewer,0,0,0,0,1,814
1075,1078042,Paul and Shannon,Sunday,52972,4.99,0,1,Mega (500K+),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,0,815
1325,1078042,Paul and Shannon,Friday,270107,25.45,0,1,Mega (500K+),Likely Prodct Was Sent,Unboxing,Toy Reviewer,0,0,0,0,1,816
1209,1078042,Paul and Shannon,Saturday,90210,8.5,0,1,Mega (500K+),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,0,817
1464,1078042,Paul and Shannon,Tuesday,950876,89.59,0,1,Mega (500K+),Likely Prodct Was Sent,Unboxing,Toy Reviewer,0,0,0,0,1,818
659,1078042,Paul and Shannon,Thursday,38847,3.66,0,1,Mega (500K+),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,0,819
1120,1078042,Paul and Shannon,Sunday,283588,26.72,0,1,Mega (500K+),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,1,820
848,1078042,Paul and Shannon,Friday,57271,5.4,0,1,Mega (500K+),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,0,821
0,0,Super S,Sunday,0,0,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,822
0,0,Super S,Saturday,0,0,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,823
0,0,Super S,Saturday,0,0,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,824
0,0,Super S,Wednesday,0,0,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,825
0,0,Super S,Tuesday,0,0,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,826
772,6628,Pierce'sWorld,Wednesday,718,10.91,0,1,Micro (<10K),Likely Organic,Challenge,Kid Toy,0,0,0,0,0,827
672,6628,Pierce'sWorld,Sunday,182,2.76,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,828
697,200142,PinkyPopTOY,Saturday,24505,14,0,1,Large Scale (100K-500K),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,0,829
463,200142,PinkyPopTOY,Thursday,5004,2.86,0,1,Large Scale (100K-500K),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,0,830
608,200142,PinkyPopTOY,Friday,22423,12.81,0,1,Large Scale (100K-500K),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,0,831
612,200142,PinkyPopTOY,Friday,36352,20.77,0,1,Large Scale (100K-500K),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,1,832
627,200142,PinkyPopTOY,Friday,1823720,1042.11,0,1,Large Scale (100K-500K),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,1,833
328,96428,SkyFunLand Kids,Tuesday,36923,38.49,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,1,834
453,96428,SkyFunLand Kids,Tuesday,32359,33.74,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,1,835
143,96428,SkyFunLand Kids,Friday,3856,4.02,0,1,Mid Scale (10K-100K),Likely Organic,Challenge,Toy Reviewer,0,0,0,0,0,836
921,12884,Smiles Giggles Laughs,Tuesday,17867,141.72,0,1,Mid Scale (10K-100K),Likely Product Was Sent,Unboxing,Toy Reviewer,0,0,0,0,1,837
682,12884,Smiles Giggles Laughs,Monday,3231,25.63,0,1,Mid Scale (10K-100K),Likely Product Was Sent,Storytelling,Toy Reviewer,1,0,0,0,1,838
954,12884,Smiles Giggles Laughs,Friday,800,6.35,0,1,Mid Scale (10K-100K),Likely Product Was Sent,Unboxing,Toy Reviewer,0,0,0,0,0,839
1417,12884,Smiles Giggles Laughs,Tuesday,7671,60.85,0,1,Mid Scale (10K-100K),Likely Product Was Sent,Unboxing,Toy Reviewer,1,0,0,0,1,840
258,12884,Smiles Giggles Laughs,Friday,2132,16.91,0,1,Mid Scale (10K-100K),Likely Product Was Sent,Unboxing,Toy Reviewer,0,0,0,0,1,841
630,12884,Smiles Giggles Laughs,Wednesday,3764,29.86,0,1,Mid Scale (10K-100K),Likely Product Was Sent,Unboxing,Toy Reviewer,0,0,0,0,1,842
1282,12884,Smiles Giggles Laughs,Monday,214333,1700.25,0,1,Mid Scale (10K-100K),Likely Product Was Sent,Unboxing,Toy Reviewer,0,0,0,0,1,843
493,12884,Smiles Giggles Laughs,Wednesday,5328,42.27,0,1,Mid Scale (10K-100K),Likely Product Was Sent,Unboxing,Toy Reviewer,0,0,0,0,1,844
529,12884,Smiles Giggles Laughs,Sunday,107914,856.05,0,1,Mid Scale (10K-100K),Likely Product Was Sent,Unboxing,Toy Reviewer,0,0,0,0,1,845
349,12884,Smiles Giggles Laughs,Sunday,542,4.3,0,1,Mid Scale (10K-100K),Likely Product Was Sent,Review/Product Shoutout,Kid Toy,0,0,0,0,0,846
73,1261,Soph Amazing,Monday,1464,117.68,0,1,Micro (<10K),Likely Product Was Sent,Skit,Kid Toy,0,0,0,0,1,847
317,1261,Soph Amazing,Sunday,1021,82.07,0,1,Micro (<10K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,0,0,1,848
745,12567,Sophie's Play Day,Tuesday,6359,55.39,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,849
377,12567,Sophie's Play Day,Wednesday,74238,646.62,0,1,Mid Scale (10K-100K),Likely Product Was Sent,Review/Product Shoutout,Kid Toy,0,0,0,0,1,850
692,12567,Sophie's Play Day,Thursday,473251,4122.04,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,851
391,12567,Sophie's Play Day,Thursday,300972,2621.48,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,852
661,12567,Sophie's Play Day,Friday,19882,173.17,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,853
751,12567,Sophie's Play Day,Saturday,24259,211.3,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,854
691,12567,Sophie's Play Day,Sunday,12258,106.77,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,855
406,12567,Sophie's Play Day,Monday,108923,948.72,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,856
319,12567,Sophie's Play Day,Tuesday,27422,238.85,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,857
447,12567,Sophie's Play Day,Saturday,169483,1476.2,0,1,Mid Scale (10K-100K),Likely Organic,Skit,Kid Toy,0,0,0,0,1,858
198,12567,Sophie's Play Day,Sunday,4030,35.1,0,1,Mid Scale (10K-100K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,1,0,1,859
615,12567,Sophie's Play Day,Saturday,436763,3804.22,0,1,Mid Scale (10K-100K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,0,0,1,860
539,12567,Sophie's Play Day,Tuesday,178387,1553.76,0,1,Mid Scale (10K-100K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,0,0,1,861
983,12567,Sophie's Play Day,Saturday,3143,27.38,0,1,Mid Scale (10K-100K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,0,0,1,862
167,12567,Sophie's Play Day,Tuesday,2781,24.22,0,1,Mid Scale (10K-100K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,1,0,1,863
370,12567,Sophie's Play Day,Monday,9529,83,0,1,Mid Scale (10K-100K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,0,0,1,864
574,12567,Sophie's Play Day,Thursday,74825,651.73,0,1,Mid Scale (10K-100K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,0,0,1,865
644,12567,Sophie's Play Day,Tuesday,2641,23,0,1,Mid Scale (10K-100K),Likely Organic,Storytelling,Kid Toy,0,0,0,0,1,866
317,12567,Sophie's Play Day,Friday,163274,1422.12,0,1,Mid Scale (10K-100K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,0,0,1,867
358,12567,Sophie's Play Day,Tuesday,985,8.58,0,1,Mid Scale (10K-100K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,1,0,0,868
647,12567,Sophie's Play Day,Wednesday,739,6.44,0,1,Mid Scale (10K-100K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,0,0,0,869
877,12567,Sophie's Play Day,Saturday,3895,33.93,0,1,Mid Scale (10K-100K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,0,0,1,870
271,12567,Sophie's Play Day,Wednesday,3140,27.35,0,1,Mid Scale (10K-100K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,0,1,1,871
211,12567,Sophie's Play Day,Saturday,983,8.56,0,1,Mid Scale (10K-100K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,0,1,0,872
818,12567,Sophie's Play Day,Tuesday,16871,146.97,0,1,Mid Scale (10K-100K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,0,0,1,873
177,12567,Sophie's Play Day,Thursday,669,5.83,0,1,Mid Scale (10K-100K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,1,0,0,874
685,12567,Sophie's Play Day,Friday,5854,51,0,1,Mid Scale (10K-100K),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,875
0,0,Squish Princess,Wednesday,817,1.7,0,1,Mid Scale (10K-100K),Likely Product Was Sent,Unboxing,Toy Reviewer,0,0,0,0,0,876
0,0,Squish Princess,Thursday,2229,4.65,0,1,Mid Scale (10K-100K),Likely Organic,Storytelling,Toy Reviewer,0,0,0,0,0,877
0,0,Squish Princess,Saturday,569,1.19,0,1,Mid Scale (10K-100K),Likely Organic,Storytelling,Toy Reviewer,0,0,0,0,0,878
0,0,Squish Princess,Wednesday,1181,2.46,0,1,Mid Scale (10K-100K),Likely Organic,Review/Product Shoutout,Toy Reviewer,0,0,0,0,0,879
0,0,Squish Princess,Sunday,3607,7.53,0,1,Mid Scale (10K-100K),Likely Organic,Storytelling,Toy Reviewer,0,0,0,0,0,880
0,0,Squish Princess,Sunday,2491,5.2,0,1,Mid Scale (10K-100K),Likely Organic,Storytelling,Toy Reviewer,0,0,0,0,0,881
0,0,Squish Princess,Saturday,2217,4.63,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,0,882
0,0,Squish Princess,Saturday,932,1.94,0,1,Mid Scale (10K-100K),Likely Organic,Review/Product Shoutout,Toy Reviewer,0,0,0,0,0,883
0,0,Squish Princess,Sunday,1272,2.65,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,0,884
0,0,Squish Princess,Wednesday,1441,3.01,0,1,Mid Scale (10K-100K),Likely Organic,Review/Product Shoutout,Toy Reviewer,0,0,0,0,0,885
0,0,Squish Princess,Monday,2083,4.35,0,1,Mid Scale (10K-100K),Likely Organic,Review/Product Shoutout,Toy Reviewer,0,0,0,0,0,886
0,0,Squish Princess,Wednesday,2956,6.17,0,1,Mid Scale (10K-100K),Likely Organic,Storytelling,Toy Reviewer,0,0,0,0,0,887
0,0,Squish Princess,Tuesday,884,1.84,0,1,Mid Scale (10K-100K),Likely Organic,Review/Product Shoutout,Toy Reviewer,0,0,0,0,0,888
527,865843,Stories with Toys & Dolls,Saturday,295765,35.35,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,889
594,865843,Stories with Toys & Dolls,Monday,88873,10.62,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,890
946,865843,Stories with Toys & Dolls,Saturday,598729,71.57,0,1,Mega (500K+),Likely Organic,Review/Product Shoutout,Storyteller,0,0,0,0,1,891
405,865843,Stories with Toys & Dolls,Wednesday,768663,91.89,0,1,Mega (500K+),Likely Organic,Unboxing,Storyteller,0,0,0,0,1,892
774,865843,Stories with Toys & Dolls,Monday,517284,61.84,0,1,Mega (500K+),Likely Organic,Unboxing,Storyteller,0,0,0,0,1,893
607,865843,Stories with Toys & Dolls,Tuesday,243246,29.08,0,1,Mega (500K+),Likely Organic,Unboxing,Storyteller,0,0,0,0,1,894
856,865843,Stories with Toys & Dolls,Sunday,692909,82.83,0,1,Mega (500K+),Likely Product Was Sent,Unboxing,Storyteller,0,1,0,0,1,895
1005,865843,Stories with Toys & Dolls,Sunday,267612,31.99,0,1,Mega (500K+),Likely Organic,Unboxing,Storyteller,0,0,0,0,1,896
682,865843,Stories with Toys & Dolls,Wednesday,585738,70.02,0,1,Mega (500K+),Likely Organic,Unboxing,Storyteller,0,0,0,0,1,897
222,9615,Sugarpop Luna,Thursday,1114,11.82,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,898
658,9615,Sugarpop Luna,Saturday,4649,49.31,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,899
1042,9615,Sugarpop Luna,Monday,207387,2200.16,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,900
626,9615,Sugarpop Luna,Friday,28914,306.75,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,901
775,9615,Sugarpop Luna,Sunday,358601,3804.38,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,902
997,301751,Sunshine Sprinkles,Saturday,1892971,671.05,0,1,Large Scale (100K-500K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,0,0,1,903
165,21285,Super S,Tuesday,12966,69.27,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,904
188,21285,Super S,Thursday,17374,92.81,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,905
276,21285,Super S,Friday,5073,27.1,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,906
274,21285,Super S,Saturday,9095,48.59,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,907
390,21285,Super S,Tuesday,6354,33.94,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,908
392,21285,Super S,Saturday,28047,149.83,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,1,1,909
184,21285,Super S,Sunday,9049,48.34,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,910
365,21285,Super S,Tuesday,92739,495.45,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,1,1,911
370,21285,Super S,Wednesday,26595,142.08,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,912
201,21285,Super S,Thursday,21534,115.04,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,913
238,21285,Super S,Friday,27846,148.77,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,914
186,21285,Super S,Saturday,14506,77.5,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,915
332,21285,Super S,Tuesday,8943,47.78,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,916
192,21285,Super S,Saturday,22043,117.79,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,917
339,21285,Super S,Sunday,69059,369.02,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,918
279,21285,Super S,Saturday,41465,221.57,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,919
162,21285,Super S,Saturday,4518,24.14,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,1,1,920
303,21285,Super S,Monday,2977,15.91,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,921
420,21285,Super S,Friday,16126,86.18,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,922
371,21285,Super S,Friday,69488,371.34,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,923
324,21285,Super S,Monday,43508,232.5,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,924
237,21285,Super S,Wednesday,3263,17.44,0,1,Mid Scale (10K-100K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,0,0,1,925
84,21285,Super S,Wednesday,8488,45.36,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,926
458,21285,Super S,Sunday,113237,605.12,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,927
407,21285,Super S,Wednesday,11093,59.28,0,1,Mid Scale (10K-100K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,1,0,1,928
162,21285,Super S,Friday,124369,664.65,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,929
158,21285,Super S,Saturday,9875,52.77,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,930
427,21285,Super S,Tuesday,38499,205.74,0,1,Mid Scale (10K-100K),Likely Organic,Challenge,Kid Toy,0,0,0,1,1,931
593,21285,Super S,Thursday,18058,96.51,0,1,Mid Scale (10K-100K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,1,0,1,932
405,21285,Super S,Saturday,6979,37.3,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,933
395,21285,Super S,Monday,4349,23.24,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,934
316,21285,Super S,Wednesday,10401,55.59,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,935
0,0,Super S,Monday,0,0,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,936
0,0,Super S,Thursday,0,0,0,1,Micro (<10K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,0,0,0,937
0,0,Super S,Saturday,0,0,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,938
561,2388132,Surprise Collector & Sunshine,Tuesday,9311,0.39,0,1,Mega (500K+),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,939
363,2388132,Surprise Collector & Sunshine,Tuesday,9726,0.41,0,1,Mega (500K+),Likely Organic,Challenge,Kid Toy,0,0,0,0,0,940
679,2388132,Surprise Collector & Sunshine,Thursday,17088,0.72,0,1,Mega (500K+),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,941
0,0,Surprise Eggs and Toy Fun,Saturday,68314,1531.36,0,1,Micro (<10K),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,942
700,7111,Surprise Eggs and Toy Fun,Tuesday,208,4.67,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,943
387,7111,Surprise Eggs and Toy Fun,Tuesday,135,3.03,0,1,Micro (<10K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,0,0,0,944
723,7111,Surprise Eggs and Toy Fun,Saturday,94,2.11,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,945
389,7111,Surprise Eggs and Toy Fun,Saturday,88,1.98,0,1,Micro (<10K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,0,0,0,946
469,7111,Surprise Eggs and Toy Fun,Wednesday,350,7.87,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,947
789,7111,Surprise Eggs and Toy Fun,Sunday,65,1.46,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,948
313,7111,Surprise Eggs and Toy Fun,Friday,200,4.5,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,949
195,7111,Surprise Eggs and Toy Fun,Saturday,85,1.91,0,1,Micro (<10K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,0,0,0,950
1342,7111,Surprise Eggs and Toy Fun,Tuesday,118,2.66,0,1,Micro (<10K),Likely Organic,Storytelling,Kid Toy,0,0,0,0,0,951
985,7111,Surprise Eggs and Toy Fun,Thursday,85,1.92,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,952
634,7111,Surprise Eggs and Toy Fun,Saturday,77,1.74,0,1,Micro (<10K),Likely Organic,Challenge,Kid Toy,0,0,0,0,0,953
701,7111,Surprise Eggs and Toy Fun,Saturday,81,1.83,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,954
592,7111,Surprise Eggs and Toy Fun,Wednesday,91,2.06,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,955
188,1235,Swirly Pops,Tuesday,178,14.7,0,1,Micro (<10K),Likely Organic,Storytelling,Toy Reviewer,0,0,0,0,0,956
1486,1235,Swirly Pops,Saturday,62,5.12,0,1,Micro (<10K),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,0,957
1629,1235,Swirly Pops,Monday,45,3.72,0,1,Micro (<10K),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,0,958
1435,1235,Swirly Pops,Monday,51,4.21,0,1,Micro (<10K),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,0,959
1291,1235,Swirly Pops,Friday,94,7.77,0,1,Micro (<10K),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,0,960
327,93590,Symphony's World,Tuesday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,961
620,217060,TBTV Toy Adventures,Saturday,18235,8.81,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,963
839,217060,TBTV Toy Adventures,Wednesday,268920,129.99,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,964
443,217060,TBTV Toy Adventures,Friday,46230,22.35,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,965
488,217060,TBTV Toy Adventures,Sunday,60868,29.42,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,966
333,217060,TBTV Toy Adventures,Wednesday,47569,22.99,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,967
627,217060,TBTV Toy Adventures,Thursday,140788,68.05,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,968
888,217060,TBTV Toy Adventures,Saturday,18072,8.74,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,969
601,217060,TBTV Toy Adventures,Monday,45869,22.17,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,970
1202,217060,TBTV Toy Adventures,Tuesday,8193,3.96,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,971
810,217060,TBTV Toy Adventures,Tuesday,25306,12.23,0,1,Large Scale (100K-500K),Likely Organic,Review/Product Shoutout,Storyteller,0,0,0,0,0,972
555,217060,TBTV Toy Adventures,Tuesday,64532,31.19,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,973
568,217060,TBTV Toy Adventures,Saturday,64884,31.36,0,1,Large Scale (100K-500K),Likely Organic,Unboxing,Storyteller,0,0,0,0,1,974
539,217060,TBTV Toy Adventures,Sunday,8211,3.97,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,975
1529,217060,TBTV Toy Adventures,Monday,74001,35.77,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,976
668,217060,TBTV Toy Adventures,Monday,21119,10.21,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,977
1282,217060,TBTV Toy Adventures,Tuesday,312633,151.12,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,978
735,217060,TBTV Toy Adventures,Wednesday,44198,21.36,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,979
1162,217060,TBTV Toy Adventures,Thursday,38053,18.39,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,980
1121,217060,TBTV Toy Adventures,Saturday,131899,63.76,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,981
